Day,Outlook,Temperature,Humidity,Wind,Play
D29,Sunny,Mild,High,Weak,No
D30,Sunny,Mild,None,Weak,No
D31,Overcast,Mild,High,Weak,Yes
D1,Rainy,Cool,High,Weak,No
D2,None,Hot,Normal,Strong,No
D3,Sunny,Cool,Normal,Weak,Yes
D4,Sunny,Mild,High,Weak,Yes
D5,Sunny,Cool,Normal,Weak,Yes
D6,Overcast,Mild,High,Weak,Yes
D7,Sunny,Cool,Normal,Weak,Yes
D8,Rainy,Cool,Normal,Weak,Yes
D9,Sunny,Mild,High,Weak,No
D10,Sunny,Hot,Normal,Weak,Yes
D11,Rainy,Cool,High,Weak,No
D12,Rainy,Cool,Normal,Weak,Yes
D13,Sunny,Mild,High,Strong,No
D14,None,None,High,Weak,No
D15,Sunny,Cool,Normal,Weak,Yes
D16,Rainy,Cool,High,Strong,No
D17,Sunny,Cool,High,Weak,Yes
D18,Rainy,Cool,High,Strong,No
D19,None,Mild,High,Weak,No
D20,Overcast,Cool,High,Weak,Yes
D21,Overcast,Hot,High,Strong,No
D22,Rainy,Mild,Normal,None,No
D23,Sunny,Cool,High,Weak,Yes
D24,Rainy,Hot,Normal,Strong,No
D25,Sunny,Hot,High,Weak,No
D26,Rainy,Mild,High,None,No
D27,Sunny,Mild,Normal,Weak,Yes
D28,Sunny,Cool,Normal,Weak,Yes
D29,Rainy,Hot,Normal,Weak,No
D30,None,Cool,Normal,Weak,Yes
D31,Overcast,Cool,High,Weak,Yes
D1,Sunny,Cool,Normal,Weak,Yes
D2,Sunny,Hot,High,Weak,No
D3,Overcast,Hot,High,Weak,No
D4,Rainy,Cool,Normal,Weak,Yes
D5,Rainy,Mild,Normal,Weak,Yes
D6,Overcast,Mild,Normal,Weak,Yes
D7,Sunny,Cool,Normal,Strong,Yes
D8,Sunny,Mild,Normal,Strong,Yes
D9,Overcast,Hot,Normal,Weak,Yes
D10,Sunny,Mild,High,Weak,Yes
D11,Overcast,Mild,High,Strong,Yes
D12,Rainy,Cool,None,Weak,Yes
D13,Rainy,Hot,Normal,Weak,No
D14,Rainy,Cool,High,Weak,Yes
D15,Rainy,None,High,Weak,No
D16,Sunny,Hot,High,Weak,No
D17,Overcast,Hot,Normal,Weak,Yes
D18,Overcast,Cool,High,Weak,Yes
D19,Overcast,Mild,Normal,Weak,Yes
D20,Sunny,Cool,High,Strong,Yes
D21,Sunny,Cool,High,Weak,Yes
D22,Sunny,Mild,High,Weak,Yes
D23,Overcast,Hot,Normal,Weak,Yes
D24,Overcast,Hot,Normal,Weak,Yes
D25,Sunny,Hot,Normal,Strong,No
D26,Overcast,Mild,High,Weak,Yes
D27,Rainy,Mild,Normal,None,No
D28,Sunny,Cool,Normal,Weak,Yes
D29,Overcast,Hot,High,None,No
D30,Sunny,Cool,Normal,Strong,Yes
D1,Sunny,Cool,High,Weak,Yes
D2,Sunny,Cool,Normal,Weak,Yes
D3,Rainy,Mild,Normal,Strong,No
D4,Overcast,Mild,Normal,Weak,Yes
D5,Overcast,Mild,High,Weak,Yes
D6,Sunny,Hot,Normal,Weak,Yes
D7,Sunny,Mild,High,Weak,Yes
D8,Sunny,Mild,Normal,Strong,Yes
D9,Overcast,Mild,High,Weak,Yes
D10,Sunny,None,None,Weak,No
D11,Overcast,Hot,Normal,Weak,Yes
D12,Overcast,Mild,High,Strong,Yes
D13,Sunny,Cool,High,Weak,Yes
D14,Rainy,Mild,High,Weak,No
D15,Sunny,Cool,Normal,Strong,Yes
D16,Sunny,Cool,None,Weak,Yes
D17,Rainy,Cool,Normal,Weak,Yes
D18,Rainy,Cool,High,Strong,No
D19,Sunny,Hot,Normal,Weak,Yes
D20,Rainy,Mild,High,Weak,No
D21,Rainy,Hot,Normal,Weak,No
D22,Rainy,Cool,Normal,Strong,Yes
D23,Overcast,Cool,High,Weak,Yes
D24,Sunny,Hot,High,Strong,No
D25,Rainy,None,High,Weak,No
D26,Sunny,Mild,Normal,Weak,Yes
D27,Sunny,None,Normal,Strong,No
D28,Rainy,Mild,Normal,Weak,No
D29,Rainy,Hot,High,Weak,No
D30,Rainy,Cool,Normal,Weak,Yes
D31,Sunny,Mild,Normal,Strong,Yes
D1,Sunny,Mild,Normal,Weak,Yes
D2,Rainy,Hot,Normal,Strong,No
D3,Sunny,Hot,High,Weak,No
D4,Overcast,Hot,High,Weak,Yes
D5,Sunny,Mild,Normal,None,Yes
D6,Rainy,Mild,Normal,Weak,Yes
D7,Sunny,Hot,High,Strong,No
D8,Overcast,Hot,High,Strong,No
D9,Sunny,Hot,High,Strong,No
D10,Overcast,Cool,Normal,Weak,Yes
D11,Overcast,Hot,High,Weak,No
D12,Overcast,Cool,High,Weak,Yes
D13,Overcast,Cool,Normal,Strong,Yes
D14,Sunny,Hot,Normal,Weak,No
D15,Sunny,None,Normal,Weak,No
D16,Overcast,Cool,Normal,Weak,Yes
D17,Rainy,Hot,Normal,Weak,No
D18,Sunny,None,High,Weak,No
D19,Overcast,None,High,Weak,Yes
D20,Overcast,Hot,None,Weak,Yes
D21,Overcast,Cool,Normal,Weak,Yes
D22,Sunny,Hot,Normal,Strong,No
D23,Rainy,Cool,Normal,Weak,Yes
D24,Sunny,Mild,High,Strong,No
D25,Rainy,Hot,Normal,Strong,No
D26,Rainy,Hot,High,Weak,No
D27,Overcast,Hot,High,None,No
D28,Sunny,Cool,Normal,Strong,Yes
D29,Sunny,Mild,Normal,Weak,Yes
D30,Rainy,Hot,High,Weak,No
D1,Sunny,Cool,Normal,Weak,Yes
D2,None,Cool,Normal,Weak,Yes
D3,Rainy,Hot,Normal,Weak,No
D4,Rainy,Hot,Normal,Strong,No
D5,Sunny,Mild,High,Weak,No
D6,Sunny,Mild,Normal,Weak,Yes
D7,Sunny,Mild,Normal,Weak,Yes
D8,Sunny,Cool,High,Strong,No
D9,Sunny,Mild,Normal,Weak,Yes
D10,Sunny,Mild,Normal,Weak,Yes
D11,Sunny,Hot,Normal,Strong,No
D12,Rainy,Hot,Normal,Weak,No
D13,Sunny,Cool,Normal,Strong,Yes
D14,Overcast,Cool,Normal,Strong,Yes
D15,Sunny,Hot,High,Weak,No
D16,Rainy,Hot,Normal,Strong,No
D17,Rainy,Cool,Normal,Weak,Yes
D18,Sunny,Mild,Normal,Strong,No
D19,Rainy,Hot,Normal,Weak,No
D20,None,Mild,High,Weak,No
D21,Sunny,Cool,Normal,Weak,Yes
D22,None,None,Normal,Strong,No
D23,Overcast,Cool,High,Weak,Yes
D24,Overcast,Cool,Normal,Strong,Yes
D25,Sunny,Cool,Normal,Weak,Yes
D26,Sunny,Hot,Normal,Weak,Yes
D27,Sunny,None,Normal,Strong,No
D28,None,Cool,High,Weak,No
D29,Overcast,Mild,Normal,Weak,Yes
D30,Overcast,Cool,Normal,Weak,Yes
D31,Sunny,Hot,Normal,None,No
D1,Rainy,Hot,Normal,Weak,No
D2,Overcast,Cool,Normal,Weak,Yes
D3,Overcast,Hot,High,Weak,Yes
D4,None,Mild,Normal,Weak,No
D5,Sunny,Mild,High,Weak,Yes
D6,Sunny,Cool,High,Weak,Yes
D7,Rainy,Mild,None,Weak,No
D8,Sunny,Cool,Normal,Weak,Yes
D9,Rainy,Cool,High,Weak,No
D10,Sunny,Hot,Normal,Weak,Yes
D11,Rainy,Mild,Normal,Weak,No
D12,Rainy,Mild,Normal,Strong,No
D13,Rainy,Mild,None,Weak,No
D14,Sunny,Mild,Normal,Strong,Yes
D15,Overcast,Mild,High,Weak,Yes
D16,Overcast,Cool,Normal,Weak,Yes
D17,Sunny,Mild,High,Weak,No
D18,Sunny,Mild,Normal,Strong,No
D19,Overcast,Hot,High,Strong,No
D20,Sunny,Hot,High,Weak,No
D21,Overcast,Mild,High,Strong,Yes
D22,Sunny,Mild,Normal,Weak,Yes
D23,Sunny,Hot,Normal,Weak,Yes
D24,Rainy,Mild,High,Weak,No
D25,Rainy,Mild,High,Weak,No
D26,Overcast,Hot,High,Weak,No
D27,Rainy,Mild,High,Strong,No
D28,Rainy,None,None,Weak,No
D29,None,Mild,Normal,Weak,Yes
D30,Rainy,Cool,Normal,Weak,Yes
D31,Sunny,Mild,Normal,Weak,Yes
D1,Sunny,Cool,Normal,Weak,Yes
D2,Rainy,Mild,Normal,Weak,Yes
D3,Overcast,Mild,Normal,Weak,Yes
D4,Overcast,Cool,High,Weak,Yes
D5,Sunny,Cool,High,Weak,Yes
D6,None,Cool,High,Weak,Yes
D7,Sunny,Mild,Normal,Strong,Yes
D8,Overcast,Mild,High,None,No
D9,Sunny,Mild,High,None,No
D10,Sunny,None,Normal,Strong,No
D11,Overcast,None,Normal,Weak,Yes
D12,Rainy,Hot,High,Strong,No
D13,Rainy,Cool,High,Weak,No
D14,Overcast,Mild,Normal,Weak,Yes
D15,Sunny,Cool,Normal,Weak,Yes
D16,Sunny,Hot,High,Weak,No
D17,Overcast,Cool,Normal,Weak,Yes
D18,Overcast,Cool,Normal,None,Yes
D19,Overcast,Cool,High,Strong,Yes
D20,Sunny,Cool,Normal,Weak,Yes
D21,Rainy,Mild,High,Strong,No
D22,Rainy,Hot,Normal,Strong,No
D23,Rainy,Hot,High,Weak,No
D24,Rainy,Mild,High,Strong,No
D25,Overcast,Cool,High,Weak,Yes
D26,None,Cool,Normal,Weak,Yes
D27,Sunny,Mild,Normal,Weak,Yes
D28,Sunny,Cool,Normal,Strong,Yes
D1,Rainy,Hot,Normal,Weak,No
D2,Overcast,Hot,Normal,Weak,Yes
D3,Rainy,Mild,High,Weak,No
D4,Overcast,Mild,Normal,Weak,Yes
D5,Overcast,Hot,High,Strong,No
D6,Sunny,Cool,Normal,Weak,Yes
D7,Overcast,Mild,High,Strong,Yes
D8,Rainy,Cool,Normal,Weak,Yes
D9,None,Hot,High,Strong,No
D10,Overcast,Cool,Normal,Strong,Yes
D11,Sunny,Hot,Normal,Weak,Yes
D12,Overcast,Cool,Normal,Weak,Yes
D13,Overcast,Mild,High,Weak,Yes
D14,Sunny,None,Normal,Weak,Yes
D15,Overcast,Cool,Normal,Weak,Yes
D16,Sunny,Hot,High,Strong,No
D17,Rainy,Mild,Normal,Strong,No
D18,Sunny,Cool,Normal,Weak,Yes
D19,Sunny,Hot,Normal,Strong,No
D20,None,Mild,Normal,Weak,No
D21,None,Mild,Normal,Weak,Yes
D22,Rainy,Cool,High,None,No
D23,Overcast,Hot,High,Weak,Yes
D24,Rainy,Cool,Normal,Weak,Yes
D25,Rainy,Cool,Normal,Weak,Yes
D26,Rainy,None,Normal,Weak,No
D27,Sunny,Mild,Normal,Weak,Yes
D28,Rainy,Hot,High,Weak,No
D29,Overcast,Hot,Normal,Strong,No
D30,Sunny,Mild,High,Weak,Yes
D31,Sunny,Mild,Normal,Weak,Yes
D1,Overcast,Cool,Normal,Weak,Yes
D2,Sunny,None,Normal,Weak,Yes
D3,Rainy,Cool,Normal,Strong,Yes
D4,Sunny,Mild,Normal,Weak,Yes
D5,Overcast,Hot,High,Weak,Yes
D6,Rainy,Hot,Normal,Weak,No
D7,Rainy,Cool,Normal,Weak,Yes
D8,Sunny,Mild,High,Weak,Yes
D9,Overcast,Cool,Normal,Strong,Yes
D10,Rainy,Hot,Normal,Weak,No
D11,Overcast,Mild,Normal,Weak,Yes
D12,Overcast,Cool,Normal,Strong,Yes
D13,Overcast,Hot,High,Weak,Yes
D14,Sunny,Mild,None,Strong,No
D15,Sunny,Hot,Normal,Strong,No
D16,Rainy,Mild,Normal,Weak,Yes
D17,Overcast,Mild,High,Weak,Yes
D18,Sunny,Cool,None,None,Yes
D19,Overcast,Cool,None,Weak,Yes
D20,Rainy,Mild,Normal,Weak,No
D21,Overcast,Hot,High,Weak,No
D22,None,Cool,Normal,Weak,Yes
D23,Rainy,None,Normal,Strong,No
D24,Rainy,Cool,Normal,Weak,Yes
D25,Sunny,Cool,Normal,Weak,Yes
D26,Overcast,Hot,High,Weak,Yes
D27,Sunny,Cool,Normal,Weak,Yes
D28,Rainy,Cool,Normal,Weak,Yes
D29,Rainy,Cool,Normal,Strong,Yes
D30,Overcast,Cool,Normal,Weak,Yes
D1,Overcast,Hot,Normal,Weak,Yes
D2,Rainy,Cool,High,Strong,No
D3,None,Hot,High,Weak,No
D4,Sunny,Mild,Normal,Weak,Yes
D5,None,Cool,Normal,None,No
D6,Overcast,Mild,Normal,Weak,Yes
D7,None,Mild,Normal,Weak,No
D8,Overcast,Hot,Normal,Weak,Yes
D9,Rainy,Hot,High,Strong,No
D10,Overcast,Mild,Normal,Weak,Yes
D11,Sunny,Mild,Normal,Strong,Yes
D12,Overcast,Cool,Normal,Weak,Yes
D13,Rainy,Hot,High,Weak,No
D14,Overcast,Cool,Normal,Strong,Yes
D15,Rainy,Cool,High,Weak,No
D16,Overcast,Mild,Normal,None,Yes
D17,Rainy,Cool,High,Weak,No
D18,Sunny,Cool,Normal,Weak,Yes
D19,None,Cool,High,Weak,No
D20,Sunny,Cool,High,Weak,Yes
D21,Overcast,Hot,High,Weak,Yes
D22,Sunny,Mild,Normal,Weak,Yes
D23,Sunny,Mild,Normal,Weak,Yes
D24,Overcast,Mild,Normal,Weak,Yes
D25,Rainy,Mild,High,Weak,No
D26,Sunny,Hot,Normal,Weak,Yes
D27,Overcast,Cool,High,Weak,Yes
D28,Overcast,Mild,Normal,Weak,Yes
D29,Rainy,Mild,Normal,Strong,No
D30,Sunny,Cool,Normal,Strong,Yes
D31,Rainy,Mild,High,Weak,No
D1,Rainy,Mild,High,Weak,No
D2,Sunny,Mild,Normal,Weak,Yes
D3,Rainy,Hot,Normal,Weak,No
D4,Rainy,Mild,High,Weak,No
D5,Rainy,Mild,High,Weak,No
D6,Sunny,Cool,High,Weak,Yes
D7,Sunny,Mild,High,Weak,No
D8,Rainy,Cool,Normal,Weak,Yes
D9,Overcast,Hot,High,Weak,No
D10,Rainy,Hot,Normal,Weak,No
D11,Rainy,Cool,Normal,Weak,Yes
D12,Overcast,Hot,High,Strong,No
D13,Rainy,Cool,Normal,None,Yes
D14,Sunny,Cool,Normal,Weak,Yes
D15,Sunny,Mild,Normal,Weak,Yes
D16,Overcast,Cool,Normal,Weak,Yes
D17,Sunny,Mild,Normal,Strong,Yes
D18,Overcast,Hot,Normal,Weak,Yes
D19,Rainy,Mild,Normal,Weak,No
D20,Sunny,None,High,Strong,No
D21,Overcast,Mild,High,Weak,Yes
D22,Overcast,Mild,High,Weak,Yes
D23,Rainy,Cool,High,Strong,No
D24,Overcast,Cool,High,Strong,Yes
D25,Rainy,Cool,Normal,Strong,Yes
D26,Rainy,Hot,Normal,Weak,No
D27,Overcast,Cool,High,None,Yes
D28,Overcast,Mild,Normal,Weak,Yes
D29,Overcast,Cool,Normal,Weak,Yes
D30,Overcast,Cool,Normal,Strong,Yes
D1,Overcast,Cool,High,Weak,Yes
D2,Overcast,Hot,Normal,Weak,Yes
D3,Sunny,Mild,High,Weak,Yes
D4,Rainy,Hot,Normal,Weak,No
D5,Rainy,Hot,High,Weak,No
D6,Overcast,Mild,Normal,Weak,Yes
D7,Overcast,Cool,None,Weak,Yes
D8,Sunny,Hot,Normal,Weak,Yes
D9,Overcast,Cool,High,Strong,Yes
D10,Sunny,Cool,Normal,Strong,Yes
D11,Overcast,Cool,High,Weak,Yes
D12,Rainy,None,Normal,Weak,No
D13,Overcast,Cool,High,Weak,Yes
D14,Overcast,Cool,Normal,Weak,Yes
D15,Rainy,Cool,Normal,Weak,Yes
D16,Sunny,Hot,None,Weak,No
D17,Rainy,Mild,Normal,Weak,Yes
D18,Sunny,Mild,Normal,Weak,Yes
D19,Sunny,Cool,Normal,Weak,Yes
D20,Rainy,Mild,High,Weak,No
D21,Overcast,None,Normal,Weak,Yes
D22,Overcast,Mild,Normal,Weak,Yes
D23,Sunny,Cool,Normal,Weak,Yes
D24,Rainy,Hot,High,Weak,No
D25,Overcast,Mild,Normal,Strong,Yes
D26,Sunny,Hot,High,Weak,No
D27,Sunny,Cool,Normal,Weak,Yes
D28,Rainy,Cool,Normal,Weak,Yes
D29,Overcast,None,High,Weak,Yes
D30,Sunny,Mild,Normal,Weak,Yes
D31,Rainy,Cool,High,Strong,No
D1,Rainy,Cool,Normal,None,No
D2,Sunny,Cool,High,Weak,Yes
D3,Rainy,Mild,Normal,None,No
D4,Overcast,Hot,High,Weak,Yes
D5,Sunny,Cool,Normal,Weak,Yes
D6,Sunny,None,Normal,Weak,No
D7,Sunny,Mild,High,Weak,No
D8,Rainy,Cool,High,Weak,Yes
D9,Overcast,Cool,High,Weak,Yes
D10,Overcast,Hot,High,Weak,No
D11,None,Hot,High,Strong,No
D12,Sunny,None,High,Weak,No
D13,Rainy,Mild,High,Weak,No
D14,Overcast,Cool,Normal,Weak,Yes
D15,Sunny,Mild,High,Strong,No
D16,Overcast,Mild,Normal,Weak,Yes
D17,None,Mild,High,Weak,No
D18,Overcast,Mild,Normal,Weak,Yes
D19,Rainy,Mild,Normal,Strong,No
D20,Sunny,Mild,High,Weak,No
D21,Rainy,Mild,Normal,Weak,Yes
D22,None,Cool,Normal,Weak,Yes
D23,Sunny,Cool,Normal,Weak,Yes
D24,Sunny,None,Normal,Strong,No
D25,Overcast,Cool,Normal,Strong,Yes
D26,Overcast,Mild,High,Strong,Yes
D27,Overcast,Hot,High,Strong,No
D28,Overcast,Mild,Normal,Weak,Yes
D29,Overcast,Cool,Normal,Weak,Yes
D30,Overcast,Cool,High,Weak,Yes
D31,Rainy,Mild,High,None,No
D1,Overcast,Mild,Normal,Weak,Yes
D2,Sunny,Cool,High,Weak,Yes
D3,Rainy,Cool,Normal,Weak,Yes
D4,Overcast,Mild,Normal,Weak,Yes
D5,None,Cool,Normal,Strong,No
D6,Sunny,Hot,High,None,No
D7,Overcast,Mild,High,Strong,Yes
D8,None,Hot,Normal,Weak,No
D9,None,Mild,Normal,Weak,Yes
D10,Overcast,Mild,Normal,None,Yes
D11,Rainy,Cool,High,Weak,Yes
D12,Sunny,Cool,Normal,Weak,Yes
D13,Overcast,Mild,Normal,Weak,Yes
D14,Sunny,Cool,High,Weak,Yes
D15,Sunny,Cool,High,Weak,Yes
D16,Overcast,Cool,High,Strong,Yes
D17,Overcast,Mild,Normal,Weak,Yes
D18,Sunny,Hot,Normal,Weak,Yes
D19,Overcast,Hot,Normal,Weak,Yes
D20,Overcast,Cool,Normal,Weak,Yes
D21,Sunny,Mild,Normal,Weak,Yes
D22,Rainy,Cool,Normal,Weak,Yes
D23,Rainy,Cool,Normal,Strong,Yes
D24,Rainy,Hot,High,Weak,No
D25,Sunny,Cool,None,Weak,Yes
D26,Overcast,Hot,High,Strong,No
D27,Sunny,Hot,Normal,None,No
D28,Rainy,Hot,High,Weak,No
D29,Sunny,Hot,Normal,Weak,No
D30,Overcast,Hot,Normal,Weak,Yes
D1,None,Hot,Normal,Weak,No
D2,Overcast,Cool,Normal,Strong,Yes
D3,Sunny,Mild,High,Weak,Yes
D4,Rainy,Hot,High,None,No
D5,Rainy,Hot,High,Weak,No
D6,Sunny,None,Normal,Weak,Yes
D7,Rainy,Hot,Normal,None,No
D8,Overcast,None,Normal,Strong,No
D9,Overcast,Mild,High,Weak,Yes
D10,Rainy,Mild,Normal,Weak,Yes
D11,Rainy,Mild,High,Weak,No
D12,Rainy,Mild,High,Weak,No
D13,Sunny,Cool,Normal,Weak,Yes
D14,Overcast,Cool,Normal,Weak,Yes
D15,Sunny,None,Normal,Weak,No
D16,Overcast,Cool,Normal,Weak,Yes
D17,Rainy,Mild,None,Strong,No
D18,None,None,None,Strong,No
D19,Sunny,Hot,Normal,Weak,Yes
D20,Overcast,Hot,High,Weak,No
D21,Rainy,Cool,High,Weak,Yes
D22,Sunny,Mild,High,Weak,No
D23,Overcast,Cool,Normal,Weak,Yes
D24,Overcast,Mild,Normal,Weak,Yes
D25,Rainy,Cool,Normal,Strong,Yes
D26,Overcast,None,High,Weak,No
D27,Sunny,Mild,Normal,Weak,Yes
D28,Overcast,Hot,High,Weak,No
D29,Overcast,Mild,Normal,Strong,Yes
D30,Rainy,Mild,Normal,Weak,No
D31,Overcast,Hot,Normal,Weak,Yes
D1,Overcast,Mild,High,Weak,Yes
D2,Rainy,Cool,Normal,Weak,Yes
D3,Sunny,Cool,Normal,Weak,Yes
D4,Sunny,Hot,None,None,No
D5,Sunny,Mild,Normal,Weak,Yes
D6,Sunny,Mild,High,Weak,Yes
D7,None,Hot,Normal,Weak,No
D8,Rainy,Hot,Normal,Weak,No
D9,Overcast,Mild,Normal,Weak,Yes
D10,Overcast,Hot,High,Weak,No
D11,Sunny,Cool,Normal,Weak,Yes
D12,Sunny,Cool,High,Strong,No
D13,Sunny,Hot,High,Weak,No
D14,Overcast,Cool,Normal,Weak,Yes
D15,Rainy,Hot,High,Strong,No
D16,Rainy,Mild,High,Weak,No
D17,None,Mild,Normal,Weak,No
D18,Sunny,Cool,Normal,Strong,Yes
D19,Sunny,Mild,High,Weak,No
D20,Overcast,Hot,Normal,Weak,Yes
D21,Sunny,Cool,High,Weak,Yes
D22,Sunny,Cool,High,Weak,Yes
D23,Rainy,Cool,Normal,Weak,Yes
D24,Overcast,Hot,High,None,No
D25,Rainy,Cool,Normal,Weak,Yes
D26,None,Hot,Normal,Strong,No
D27,Sunny,Mild,Normal,Strong,Yes
D28,Rainy,Cool,Normal,Strong,Yes
D29,Sunny,Hot,High,Weak,No
D30,Overcast,Cool,None,Weak,Yes
D1,Overcast,Cool,Normal,Weak,Yes
D2,Rainy,Hot,Normal,Strong,No
D3,Sunny,Mild,High,Weak,No
D4,Sunny,Mild,Normal,Weak,Yes
D5,None,Hot,Normal,Weak,No
D6,Sunny,Mild,Normal,Weak,Yes
D7,Overcast,Mild,High,Weak,Yes
D8,Rainy,Hot,Normal,Strong,No
D9,Overcast,Mild,High,Strong,Yes
D10,Sunny,Cool,Normal,Strong,Yes
D11,Sunny,Cool,High,None,No
D12,Rainy,Hot,Normal,Strong,No
D13,Rainy,Mild,Normal,Weak,No
D14,Rainy,Hot,Normal,Strong,No
D15,Rainy,Cool,Normal,Weak,Yes
D16,Overcast,Cool,Normal,Weak,Yes
D17,Overcast,Cool,High,Weak,Yes
D18,Overcast,Mild,High,Strong,Yes
D19,Sunny,Cool,High,Weak,Yes
D20,Overcast,Mild,Normal,Strong,Yes
D21,Sunny,Mild,Normal,Weak,Yes
D22,Overcast,None,High,Weak,Yes
D23,None,Mild,Normal,Strong,No
D24,Rainy,Mild,High,Weak,No
D25,Sunny,Mild,Normal,Weak,Yes
D26,Rainy,Hot,Normal,Weak,No
D27,Rainy,Cool,Normal,Weak,Yes
D28,Overcast,Hot,None,Weak,No
D29,Rainy,Mild,Normal,Weak,Yes
D30,Rainy,Cool,High,Strong,No
D31,Sunny,Cool,Normal,Weak,Yes
D1,Sunny,Hot,Normal,Weak,Yes
D2,Overcast,None,High,Weak,No
D3,Sunny,Mild,High,Weak,No
D4,Overcast,Hot,Normal,Weak,Yes
D5,Sunny,Cool,Normal,Strong,Yes
D6,Sunny,Cool,High,Weak,Yes
D7,None,Cool,Normal,Weak,Yes
D8,Sunny,Hot,Normal,Weak,No
D9,Rainy,Cool,High,Strong,No
D10,Rainy,Hot,Normal,Strong,No
D11,Overcast,Hot,High,Weak,Yes
D12,Rainy,None,Normal,Weak,No
D13,Sunny,Hot,High,Weak,No
D14,Rainy,Mild,Normal,Strong,No
D15,Rainy,Cool,High,Strong,No
D16,Sunny,Cool,Normal,Strong,Yes
D17,Overcast,Mild,Normal,None,Yes
D18,Overcast,Mild,High,Weak,Yes
D19,Overcast,Cool,Normal,Weak,Yes
D20,Sunny,Mild,Normal,Weak,Yes
D21,Overcast,Hot,High,Strong,No
D22,Rainy,Hot,Normal,Weak,No
D23,Overcast,Cool,High,Weak,Yes
D24,Rainy,Mild,Normal,Weak,Yes
D25,Sunny,Mild,Normal,Weak,Yes
D26,Rainy,Mild,Normal,Weak,Yes
D27,Overcast,Cool,High,Weak,Yes
D28,None,Mild,Normal,Weak,Yes
D29,Rainy,Mild,Normal,Weak,Yes
D30,Overcast,Mild,None,Strong,Yes
D31,Rainy,Hot,Normal,Strong,No
D1,Rainy,Hot,Normal,None,No
D2,Overcast,Hot,Normal,Weak,Yes
D3,Rainy,Cool,High,Strong,No
D4,Rainy,Cool,High,Weak,No
D5,Overcast,Hot,Normal,Strong,No
D6,Rainy,Cool,High,None,No
D7,Rainy,Hot,Normal,Weak,No
D8,Sunny,Cool,High,Weak,Yes
D9,Rainy,Mild,Normal,Weak,No
D10,Overcast,Mild,High,Strong,No
D11,Overcast,Cool,Normal,None,Yes
D12,Sunny,Hot,Normal,None,No
D13,Rainy,Hot,High,Weak,No
D14,Rainy,Mild,High,Weak,No
D15,Sunny,Mild,High,Weak,No
D16,Overcast,Cool,High,Weak,Yes
D17,Sunny,Mild,Normal,Strong,No
D18,Sunny,Mild,Normal,Weak,Yes
D19,Overcast,Cool,High,Weak,Yes
D20,Rainy,None,Normal,Strong,No
D21,Rainy,Hot,High,Weak,No
D22,Sunny,Cool,Normal,Strong,Yes
D23,Sunny,Hot,High,Weak,No
D24,Rainy,Cool,High,Weak,No
D25,Rainy,Hot,High,Weak,No
D26,Overcast,Cool,High,Weak,Yes
D27,Sunny,Hot,Normal,Weak,No
D28,Sunny,Cool,High,Weak,Yes
D29,Overcast,Hot,High,Weak,Yes
D1,Sunny,Hot,Normal,Weak,No
D2,Overcast,Mild,High,None,No
D3,Sunny,Hot,High,Weak,No
D4,Rainy,Mild,Normal,Weak,Yes
D5,Overcast,Cool,Normal,Strong,Yes
D6,None,Cool,Normal,Weak,Yes
D7,Rainy,None,High,Strong,No
D8,Rainy,Cool,Normal,None,Yes
D9,Overcast,Cool,High,Weak,Yes
D10,Overcast,Cool,Normal,None,Yes
D11,Sunny,Mild,Normal,Weak,Yes
D12,Sunny,Mild,Normal,Weak,Yes
D13,Sunny,Mild,High,Weak,No
D14,Rainy,Mild,High,Weak,No
D15,Overcast,Mild,None,Strong,Yes
D16,Sunny,Mild,Normal,Strong,No
D17,Sunny,Mild,High,Strong,No
D18,Overcast,Mild,High,Weak,Yes
D19,Sunny,Hot,Normal,None,No
D20,Rainy,Mild,High,Weak,No
D21,Rainy,Mild,High,Weak,No
D22,Overcast,Hot,High,Weak,No
D23,Sunny,None,Normal,Strong,No
D24,Overcast,Cool,Normal,Strong,Yes
D25,Overcast,Hot,Normal,Weak,Yes
D26,Sunny,Hot,Normal,Strong,No
D27,Overcast,None,Normal,Weak,Yes
D28,Overcast,Mild,High,Weak,Yes
D29,Overcast,Cool,Normal,None,Yes
D30,Sunny,Hot,Normal,Weak,Yes
D31,Overcast,Cool,Normal,Weak,Yes
D1,Sunny,Cool,Normal,Strong,Yes
D2,Sunny,Mild,High,None,No
D3,Rainy,Mild,Normal,Weak,Yes
D4,Sunny,Hot,Normal,Weak,Yes
D5,None,Cool,High,Weak,No
D6,Rainy,Mild,High,Weak,No
D7,Rainy,Mild,Normal,Weak,No
D8,Rainy,Cool,Normal,Weak,Yes
D9,Sunny,Mild,Normal,Weak,Yes
D10,Sunny,Hot,Normal,Strong,No
D11,Rainy,Hot,Normal,Strong,No
D12,Rainy,Mild,High,Weak,No
D13,Overcast,Cool,Normal,Strong,Yes
D14,Rainy,Cool,High,None,No
D15,Rainy,Mild,Normal,Weak,No
D16,Rainy,Cool,Normal,Weak,Yes
D17,Rainy,Cool,High,Weak,Yes
D18,Sunny,Mild,High,Weak,No
D19,Overcast,Cool,Normal,Weak,Yes
D20,Rainy,Mild,High,Weak,No
D21,Overcast,Cool,Normal,Weak,Yes
D22,Sunny,Cool,High,Weak,Yes
D23,Overcast,Hot,Normal,Strong,No
D24,Rainy,Cool,Normal,Strong,No
D25,Rainy,Mild,Normal,Weak,No
D26,Sunny,Cool,High,Weak,Yes
